income,fixed_expenses,weekly_food_spending,weekly_transport_spending,subscription_services_count,employment_status,age,last_month_spending,savings_last_month,next_month_spending_prediction,saving_suggestion
20543000,4579000,2029000,132000,2,Part-time,53,14593000,5950000,14459520.76,"Kurangi makan di luar, coba masak sendiri di rumah."
38439000,9443000,2715000,249000,4,Student,64,18211000,20228000,18606046.58,"Sudah cukup hemat, pertahankan kebiasaan menabung."
31707000,9588000,1159000,226000,6,Freelance,48,5418000,26289000,17095499.53,Kurangi langganan aplikasi jasa yang jarang digunakan.
16396000,3471000,2743000,116000,7,Contract,50,7237000,9159000,16180157.25,Kurangi langganan aplikasi jasa yang jarang digunakan.
16496000,5480000,423000,245000,3,Freelance,25,14618000,1878000,7467285.035,"Sudah cukup hemat, pertahankan kebiasaan menabung."
44718000,8967000,2624000,801000,0,Contract,29,5761000,38957000,23771418.14,"Sudah cukup hemat, pertahankan kebiasaan menabung."
33262000,11701000,684000,700000,9,Full-time,24,7169000,26093000,18850349.61,Kurangi langganan aplikasi jasa yang jarang digunakan.
7699000,3077000,617000,106000,8,Full-time,34,3152000,4547000,6780532.201,Kurangi langganan aplikasi jasa yang jarang digunakan.
29435000,8942000,2006000,939000,9,Part-time,42,4747000,24688000,20937266.61,Kurangi langganan aplikasi jasa yang jarang digunakan.
26378000,8839000,1021000,653000,9,Businessman,27,13670000,12708000,20118684.8,Kurangi langganan aplikasi jasa yang jarang digunakan.
43939000,15076000,376000,870000,3,Student,33,29675000,14264000,18573384.6,"Sudah cukup hemat, pertahankan kebiasaan menabung."
37147000,14023000,1887000,758000,1,Businessman,26,29363000,7784000,26733688.87,"Sudah cukup hemat, pertahankan kebiasaan menabung."
28580000,7311000,2856000,605000,2,Full-time,50,24254000,4326000,21640990.67,"Kurangi makan di luar, coba masak sendiri di rumah."
13801000,5485000,1049000,986000,6,Student,59,4953000,8848000,12113167.23,Kurangi langganan aplikasi jasa yang jarang digunakan.
20555000,6322000,1021000,685000,9,Contract,18,7338000,13217000,13270115.38,Kurangi langganan aplikasi jasa yang jarang digunakan.
12770000,3227000,1201000,704000,6,Contract,37,5916000,6854000,11770344.17,Kurangi langganan aplikasi jasa yang jarang digunakan.
26694000,9851000,1089000,454000,5,Businessman,35,13145000,13549000,18818615.65,"Sudah cukup hemat, pertahankan kebiasaan menabung."
29508000,7901000,1432000,209000,7,Student,30,15594000,13914000,12642780.94,Kurangi langganan aplikasi jasa yang jarang digunakan.
36358000,9637000,1225000,499000,3,Freelance,22,31751000,4607000,21417080.12,"Sudah cukup hemat, pertahankan kebiasaan menabung."
29809000,11211000,2498000,615000,1,Part-time,18,23009000,6800000,24106843.94,"Kurangi makan di luar, coba masak sendiri di rumah."
14131000,4549000,1125000,711000,6,Student,42,9901000,4230000,10570190.92,Kurangi langganan aplikasi jasa yang jarang digunakan.
25948000,8286000,761000,443000,6,Contract,65,8922000,17026000,13385511.48,Kurangi langganan aplikasi jasa yang jarang digunakan.
49640000,15466000,436000,845000,10,Part-time,23,19154000,30486000,21848791.27,Kurangi langganan aplikasi jasa yang jarang digunakan.
11049000,3746000,1144000,425000,7,Student,45,9141000,1908000,8891123.943,Kurangi langganan aplikasi jasa yang jarang digunakan.
42213000,14492000,1748000,661000,0,Part-time,60,12450000,29763000,23223687.58,"Sudah cukup hemat, pertahankan kebiasaan menabung."
44620000,10973000,497000,481000,0,Freelance,47,8333000,36287000,15841094.73,"Sudah cukup hemat, pertahankan kebiasaan menabung."
39562000,13461000,1526000,800000,8,Part-time,29,29911000,9651000,21685408.36,Kurangi langganan aplikasi jasa yang jarang digunakan.
16953000,3618000,1164000,247000,10,Contract,53,13982000,2971000,10723045.35,Kurangi langganan aplikasi jasa yang jarang digunakan.
17553000,6643000,792000,342000,7,Part-time,42,9585000,7968000,11560698.2,Kurangi langganan aplikasi jasa yang jarang digunakan.
20091000,7689000,1913000,470000,6,Freelance,65,14116000,5975000,19860616.29,Kurangi langganan aplikasi jasa yang jarang digunakan.
27335000,7280000,620000,137000,10,Contract,56,15909000,11426000,9377875.221,Kurangi langganan aplikasi jasa yang jarang digunakan.
40520000,11480000,2790000,632000,8,Businessman,52,9967000,30553000,29961738.18,Kurangi langganan aplikasi jasa yang jarang digunakan.
26688000,7824000,2470000,223000,4,Student,39,22701000,3987000,16336617.67,"Kurangi makan di luar, coba masak sendiri di rumah."
47525000,12486000,1246000,343000,4,Part-time,30,38702000,8823000,18774985.64,"Sudah cukup hemat, pertahankan kebiasaan menabung."
36124000,9892000,1935000,926000,7,Full-time,29,25151000,10973000,23310101,Kurangi langganan aplikasi jasa yang jarang digunakan.
28654000,10837000,2330000,711000,6,Contract,35,23073000,5581000,24591113.27,Kurangi langganan aplikasi jasa yang jarang digunakan.
26809000,8913000,2305000,786000,0,Part-time,33,9985000,16824000,21685759.28,"Kurangi makan di luar, coba masak sendiri di rumah."
36837000,7920000,1122000,869000,9,Contract,49,12850000,23987000,16791811.54,Kurangi langganan aplikasi jasa yang jarang digunakan.
36665000,12483000,1861000,903000,2,Freelance,26,22204000,14461000,25409544.67,"Sudah cukup hemat, pertahankan kebiasaan menabung."
25385000,7899000,1324000,278000,7,Contract,43,13659000,11726000,15337343.37,Kurangi langganan aplikasi jasa yang jarang digunakan.
25731000,5178000,2220000,177000,3,Full-time,54,7579000,18152000,16857758.97,"Kurangi makan di luar, coba masak sendiri di rumah."
8812000,2780000,951000,171000,3,Freelance,25,5251000,3561000,8401142.675,"Kurangi makan di luar, coba masak sendiri di rumah."
28531000,11321000,1865000,746000,1,Part-time,48,15282000,13249000,20738465.96,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
24203000,7400000,1573000,132000,9,Part-time,28,18156000,6047000,15498232.43,Kurangi langganan aplikasi jasa yang jarang digunakan.
20711000,7956000,1212000,155000,10,Freelance,58,16449000,4262000,16137055.45,Kurangi langganan aplikasi jasa yang jarang digunakan.
36711000,8697000,2987000,548000,3,Student,58,10613000,26098000,21090795.34,"Kurangi makan di luar, coba masak sendiri di rumah."
20628000,6138000,1388000,617000,4,Full-time,20,7435000,13193000,14923979.44,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
41577000,14958000,1781000,660000,2,Businessman,30,32064000,9513000,33099633.92,"Sudah cukup hemat, pertahankan kebiasaan menabung."
11082000,3269000,448000,112000,9,Freelance,30,5287000,5795000,6748030.105,Kurangi langganan aplikasi jasa yang jarang digunakan.
34936000,11978000,821000,869000,1,Freelance,31,22849000,12087000,20372707.03,"Sudah cukup hemat, pertahankan kebiasaan menabung."
35926000,10565000,370000,502000,4,Businessman,39,9307000,26619000,17566861.71,"Sudah cukup hemat, pertahankan kebiasaan menabung."
39026000,15351000,1140000,186000,10,Businessman,26,24496000,14530000,25767439.91,Kurangi langganan aplikasi jasa yang jarang digunakan.
41949000,10871000,993000,353000,8,Contract,54,36666000,5283000,15954780.62,Kurangi langganan aplikasi jasa yang jarang digunakan.
30999000,7484000,1629000,262000,3,Student,43,20594000,10405000,13430833.93,"Sudah cukup hemat, pertahankan kebiasaan menabung."
25442000,9786000,1582000,941000,4,Student,51,22737000,2705000,18128368.59,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
34272000,7643000,2437000,636000,4,Part-time,23,21208000,13064000,20870145.31,"Sudah cukup hemat, pertahankan kebiasaan menabung."
19152000,4198000,1231000,661000,1,Full-time,57,8716000,10436000,13494015.21,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
17290000,5682000,1884000,403000,0,Freelance,60,4980000,12310000,16314361.73,"Kurangi makan di luar, coba masak sendiri di rumah."
17294000,4424000,819000,636000,2,Contract,56,8128000,9166000,11169007.46,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
47670000,13066000,375000,846000,2,Freelance,45,5179000,42491000,20186668.44,"Sudah cukup hemat, pertahankan kebiasaan menabung."
43921000,15313000,2438000,963000,9,Contract,57,25530000,18391000,31248160.5,Kurangi langganan aplikasi jasa yang jarang digunakan.
23468000,9068000,2361000,224000,3,Full-time,57,14307000,9161000,21195073.61,"Kurangi makan di luar, coba masak sendiri di rumah."
19372000,5430000,1653000,836000,9,Contract,34,9791000,9581000,17117822.17,Kurangi langganan aplikasi jasa yang jarang digunakan.
13664000,4974000,984000,290000,3,Contract,40,3040000,10624000,10809459.76,"Sudah cukup hemat, pertahankan kebiasaan menabung."
16572000,3363000,1946000,558000,10,Businessman,37,13443000,3129000,15400862.19,Kurangi langganan aplikasi jasa yang jarang digunakan.
42202000,9269000,546000,992000,0,Full-time,49,27734000,14468000,16607522.07,"Sudah cukup hemat, pertahankan kebiasaan menabung."
35753000,7352000,1672000,736000,9,Student,44,16462000,19291000,15869055.04,Kurangi langganan aplikasi jasa yang jarang digunakan.
45591000,17646000,2012000,213000,0,Freelance,34,23418000,22173000,27829955.69,"Sudah cukup hemat, pertahankan kebiasaan menabung."
33880000,7709000,771000,137000,4,Part-time,34,24068000,9812000,12806843.79,"Sudah cukup hemat, pertahankan kebiasaan menabung."
21148000,8075000,1523000,310000,7,Full-time,22,7020000,14128000,16876369.66,Kurangi langganan aplikasi jasa yang jarang digunakan.
46779000,14138000,2091000,959000,7,Freelance,50,28202000,18577000,32140337.56,Kurangi langganan aplikasi jasa yang jarang digunakan.
36342000,7327000,1557000,403000,0,Full-time,18,24169000,12173000,16709592.94,"Sudah cukup hemat, pertahankan kebiasaan menabung."
24799000,8073000,926000,110000,7,Contract,59,11524000,13275000,12601564.06,Kurangi langganan aplikasi jasa yang jarang digunakan.
46553000,9625000,596000,766000,0,Contract,59,8872000,37681000,15798144.12,"Sudah cukup hemat, pertahankan kebiasaan menabung."
25450000,8919000,1409000,923000,10,Businessman,50,17774000,7676000,21249742.12,Kurangi langganan aplikasi jasa yang jarang digunakan.
41439000,13273000,2418000,547000,4,Full-time,24,33305000,8134000,25467607.55,"Sudah cukup hemat, pertahankan kebiasaan menabung."
35900000,8177000,1316000,729000,2,Full-time,23,28750000,7150000,20332753.73,"Sudah cukup hemat, pertahankan kebiasaan menabung."
31442000,9271000,2559000,720000,8,Contract,21,8247000,23195000,23616043.01,Kurangi langganan aplikasi jasa yang jarang digunakan.
28065000,6914000,1670000,919000,0,Contract,19,3615000,24450000,18042800.08,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
37386000,9084000,2315000,662000,4,Contract,18,25596000,11790000,20617123.45,"Sudah cukup hemat, pertahankan kebiasaan menabung."
23803000,7638000,1385000,139000,8,Freelance,31,17435000,6368000,14702884.39,Kurangi langganan aplikasi jasa yang jarang digunakan.
11581000,3143000,924000,165000,2,Part-time,50,6790000,4791000,7949689.547,"Kurangi makan di luar, coba masak sendiri di rumah."
49891000,19864000,1367000,244000,6,Contract,42,42779000,7112000,29259330.86,Kurangi langganan aplikasi jasa yang jarang digunakan.
46807000,13040000,2899000,965000,6,Full-time,52,15245000,31562000,30733328.16,Kurangi langganan aplikasi jasa yang jarang digunakan.
45049000,18013000,1083000,914000,7,Student,58,16449000,28600000,23593012.96,Kurangi langganan aplikasi jasa yang jarang digunakan.
33566000,6759000,1288000,666000,10,Contract,54,7475000,26091000,15336883.16,Kurangi langganan aplikasi jasa yang jarang digunakan.
46285000,11169000,2128000,889000,0,Part-time,47,11907000,34378000,24369550.34,"Sudah cukup hemat, pertahankan kebiasaan menabung."
31965000,12661000,2893000,415000,10,Student,29,15137000,16828000,23305660.39,Kurangi langganan aplikasi jasa yang jarang digunakan.
22144000,8172000,1236000,764000,9,Businessman,43,7790000,14354000,19585322.21,Kurangi langganan aplikasi jasa yang jarang digunakan.
48783000,14838000,2330000,207000,1,Contract,63,16268000,32515000,25600522.82,"Sudah cukup hemat, pertahankan kebiasaan menabung."
21438000,4666000,1077000,240000,3,Full-time,52,14210000,7228000,9624325.254,"Sudah cukup hemat, pertahankan kebiasaan menabung."
30829000,11242000,1802000,768000,6,Student,24,23315000,7514000,19034729.07,Kurangi langganan aplikasi jasa yang jarang digunakan.
20907000,5500000,1342000,145000,4,Contract,24,17967000,2940000,10211783.3,"Sudah cukup hemat, pertahankan kebiasaan menabung."
34414000,8666000,2859000,395000,3,Businessman,46,11213000,23201000,25814824.77,"Kurangi makan di luar, coba masak sendiri di rumah."
14716000,5131000,1232000,852000,10,Businessman,52,6143000,8573000,16347460,Kurangi langganan aplikasi jasa yang jarang digunakan.
35721000,13382000,2415000,784000,10,Contract,58,10556000,25165000,27963750.74,Kurangi langganan aplikasi jasa yang jarang digunakan.
34009000,12311000,638000,534000,7,Full-time,48,3013000,30996000,18997937.33,Kurangi langganan aplikasi jasa yang jarang digunakan.
31448000,11295000,2559000,596000,6,Part-time,22,4626000,26822000,23817949.67,Kurangi langganan aplikasi jasa yang jarang digunakan.
20273000,6776000,518000,550000,0,Student,43,12444000,7829000,10549549.21,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
32169000,12708000,2657000,908000,1,Businessman,45,26795000,5374000,34838670.28,"Kurangi makan di luar, coba masak sendiri di rumah."
19653000,4393000,2617000,560000,4,Freelance,57,10267000,9386000,18160867.26,"Kurangi makan di luar, coba masak sendiri di rumah."
43416000,12026000,1493000,925000,7,Part-time,60,18154000,25262000,23109930.39,Kurangi langganan aplikasi jasa yang jarang digunakan.
29161000,10138000,959000,369000,4,Freelance,28,23468000,5693000,18994160.87,"Sudah cukup hemat, pertahankan kebiasaan menabung."
23197000,6098000,2491000,695000,5,Businessman,36,20481000,2716000,23461101.66,"Kurangi makan di luar, coba masak sendiri di rumah."
37518000,14785000,1366000,658000,4,Full-time,57,18870000,18648000,24717099.12,"Sudah cukup hemat, pertahankan kebiasaan menabung."
26957000,7418000,434000,838000,6,Full-time,22,5686000,21271000,14330431.73,Kurangi langganan aplikasi jasa yang jarang digunakan.
31076000,6239000,985000,524000,9,Businessman,62,14737000,16339000,13257812.82,Kurangi langganan aplikasi jasa yang jarang digunakan.
11789000,3166000,909000,448000,7,Student,61,4858000,6931000,8157579.377,Kurangi langganan aplikasi jasa yang jarang digunakan.
15440000,4715000,302000,901000,6,Student,44,6442000,8998000,8111263.461,Kurangi langganan aplikasi jasa yang jarang digunakan.
27505000,10104000,2395000,138000,2,Part-time,31,18801000,8704000,21701707.76,"Kurangi makan di luar, coba masak sendiri di rumah."
40815000,15821000,1722000,140000,8,Freelance,61,27673000,13142000,23317605.25,Kurangi langganan aplikasi jasa yang jarang digunakan.
21672000,6135000,2368000,435000,10,Businessman,31,11167000,10505000,21011263.88,Kurangi langganan aplikasi jasa yang jarang digunakan.
29945000,9136000,509000,825000,2,Freelance,52,12544000,17401000,15745381.96,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
39901000,11674000,362000,449000,10,Part-time,64,14091000,25810000,16404040.11,Kurangi langganan aplikasi jasa yang jarang digunakan.
49347000,17661000,941000,260000,8,Contract,22,36329000,13018000,20208328.3,Kurangi langganan aplikasi jasa yang jarang digunakan.
43290000,15335000,353000,977000,10,Full-time,28,12905000,30385000,22904165.17,Kurangi langganan aplikasi jasa yang jarang digunakan.
33309000,9850000,1975000,549000,6,Contract,23,8440000,24869000,21176611.63,Kurangi langganan aplikasi jasa yang jarang digunakan.
46444000,12004000,884000,261000,10,Freelance,64,22262000,24182000,17178639.39,Kurangi langganan aplikasi jasa yang jarang digunakan.
26822000,10312000,2751000,173000,4,Businessman,32,18436000,8386000,25093594.09,"Kurangi makan di luar, coba masak sendiri di rumah."
44724000,15409000,1206000,234000,0,Part-time,63,32882000,11842000,19341347.43,"Sudah cukup hemat, pertahankan kebiasaan menabung."
23454000,8000000,932000,703000,7,Full-time,48,16045000,7409000,15071415.64,Kurangi langganan aplikasi jasa yang jarang digunakan.
25455000,6917000,387000,681000,5,Full-time,35,11600000,13855000,13362540.54,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
35394000,13133000,1194000,686000,0,Part-time,33,9106000,26288000,20518144.85,"Sudah cukup hemat, pertahankan kebiasaan menabung."
29849000,11860000,1615000,623000,3,Student,24,14388000,15461000,19788593.39,"Sudah cukup hemat, pertahankan kebiasaan menabung."
46752000,11811000,977000,472000,3,Businessman,34,36723000,10029000,21863364.7,"Sudah cukup hemat, pertahankan kebiasaan menabung."
5580000,2081000,453000,256000,10,Full-time,48,3883000,1697000,5563446.947,Kurangi langganan aplikasi jasa yang jarang digunakan.
38824000,13070000,2450000,192000,6,Part-time,22,3652000,35172000,23578422.11,Kurangi langganan aplikasi jasa yang jarang digunakan.
21628000,6099000,1690000,309000,4,Full-time,19,14403000,7225000,15365927.44,"Kurangi makan di luar, coba masak sendiri di rumah."
45444000,12443000,1559000,187000,0,Part-time,30,5585000,39859000,19534264.64,"Sudah cukup hemat, pertahankan kebiasaan menabung."
15610000,4960000,1455000,727000,3,Businessman,46,8541000,7069000,16983259.34,"Kurangi makan di luar, coba masak sendiri di rumah."
36635000,12073000,526000,137000,8,Full-time,46,32469000,4166000,19615928.14,Kurangi langganan aplikasi jasa yang jarang digunakan.
47633000,12156000,2687000,817000,9,Student,29,8977000,38656000,23221397.38,Kurangi langganan aplikasi jasa yang jarang digunakan.
37169000,10529000,1340000,292000,8,Full-time,45,25396000,11773000,16998801.46,Kurangi langganan aplikasi jasa yang jarang digunakan.
26729000,6975000,1541000,275000,2,Freelance,54,22306000,4423000,16409098.96,"Sudah cukup hemat, pertahankan kebiasaan menabung."
17393000,4339000,1086000,618000,4,Student,21,14082000,3311000,9370067.393,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
48275000,18816000,2727000,711000,1,Student,63,16504000,31771000,28747501.26,"Sudah cukup hemat, pertahankan kebiasaan menabung."
29584000,10473000,1884000,264000,5,Contract,45,10862000,18722000,20300654.68,"Sudah cukup hemat, pertahankan kebiasaan menabung."
30633000,7415000,647000,817000,8,Student,45,21803000,8830000,11116854.32,Kurangi langganan aplikasi jasa yang jarang digunakan.
49096000,12956000,361000,307000,4,Full-time,49,29347000,19749000,17174014.67,"Sudah cukup hemat, pertahankan kebiasaan menabung."
37360000,9828000,1979000,563000,8,Businessman,56,24466000,12894000,22511329.24,Kurangi langganan aplikasi jasa yang jarang digunakan.
36715000,13033000,1014000,274000,5,Student,43,10817000,25898000,15956477.83,"Sudah cukup hemat, pertahankan kebiasaan menabung."
11166000,2468000,1006000,147000,3,Businessman,29,3798000,7368000,8536239.676,"Kurangi makan di luar, coba masak sendiri di rumah."
18257000,5794000,503000,485000,4,Student,26,6904000,11353000,9309025.299,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
43215000,10190000,1989000,672000,2,Student,23,38580000,4635000,18467897.35,"Sudah cukup hemat, pertahankan kebiasaan menabung."
25713000,7942000,1936000,771000,10,Student,18,3268000,22445000,17235746.29,Kurangi langganan aplikasi jasa yang jarang digunakan.
22040000,5772000,2787000,144000,5,Student,61,13548000,8492000,15174051.14,"Kurangi makan di luar, coba masak sendiri di rumah."
22968000,5636000,2900000,129000,6,Full-time,19,11407000,11561000,19409196.97,Kurangi langganan aplikasi jasa yang jarang digunakan.
37137000,9765000,2179000,362000,10,Student,44,14772000,22365000,17023854.1,Kurangi langganan aplikasi jasa yang jarang digunakan.
32558000,6663000,2532000,511000,8,Freelance,32,25800000,6758000,18116737.55,Kurangi langganan aplikasi jasa yang jarang digunakan.
24411000,5123000,2395000,598000,7,Full-time,31,20975000,3436000,18646825.02,Kurangi langganan aplikasi jasa yang jarang digunakan.
47019000,11428000,418000,397000,6,Part-time,33,15190000,31829000,16272544.17,Kurangi langganan aplikasi jasa yang jarang digunakan.
16246000,4734000,1073000,866000,6,Contract,57,11695000,4551000,13350540.35,Kurangi langganan aplikasi jasa yang jarang digunakan.
32901000,12553000,350000,467000,2,Full-time,59,11990000,20911000,16481500.32,"Sudah cukup hemat, pertahankan kebiasaan menabung."
17627000,4134000,2207000,211000,10,Businessman,25,3407000,14220000,16939965.2,Kurangi langganan aplikasi jasa yang jarang digunakan.
46083000,16968000,683000,754000,8,Contract,63,34731000,11352000,23033066.41,Kurangi langganan aplikasi jasa yang jarang digunakan.
34203000,10373000,1084000,394000,2,Student,40,30172000,4031000,13598929.61,"Sudah cukup hemat, pertahankan kebiasaan menabung."
13592000,5312000,1160000,818000,5,Freelance,21,7520000,6072000,14467015.35,"Kurangi makan di luar, coba masak sendiri di rumah."
24124000,9141000,353000,160000,0,Full-time,24,18960000,5164000,13740550.12,"Sudah cukup hemat, pertahankan kebiasaan menabung."
22137000,7831000,1702000,991000,9,Freelance,51,11912000,10225000,20190104.36,Kurangi langganan aplikasi jasa yang jarang digunakan.
34396000,11984000,1073000,810000,2,Student,29,13530000,20866000,18707022.99,"Sudah cukup hemat, pertahankan kebiasaan menabung."
44516000,9465000,1442000,109000,2,Freelance,36,3863000,40653000,17187931.69,"Sudah cukup hemat, pertahankan kebiasaan menabung."
36696000,13102000,661000,696000,10,Freelance,50,13629000,23067000,21469625.79,Kurangi langganan aplikasi jasa yang jarang digunakan.
27449000,6370000,2206000,247000,9,Businessman,25,23314000,4135000,19824980.72,Kurangi langganan aplikasi jasa yang jarang digunakan.
48051000,14258000,1863000,252000,6,Full-time,59,32483000,15568000,28617788.64,Kurangi langganan aplikasi jasa yang jarang digunakan.
48362000,10085000,2447000,741000,9,Part-time,63,26972000,21390000,23489490.24,Kurangi langganan aplikasi jasa yang jarang digunakan.
15838000,3887000,1141000,796000,6,Contract,40,11721000,4117000,11591738.96,Kurangi langganan aplikasi jasa yang jarang digunakan.
12745000,2869000,1423000,153000,6,Businessman,27,7378000,5367000,10429383.54,Kurangi langganan aplikasi jasa yang jarang digunakan.
28251000,9340000,2005000,470000,9,Part-time,24,8756000,19495000,18960982.55,Kurangi langganan aplikasi jasa yang jarang digunakan.
24824000,9876000,1124000,903000,1,Full-time,21,18513000,6311000,20790298.26,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
26871000,9258000,2593000,647000,4,Part-time,44,6003000,20868000,22425610.96,"Kurangi makan di luar, coba masak sendiri di rumah."
29828000,9517000,459000,341000,0,Contract,62,5908000,23920000,13422687.64,"Sudah cukup hemat, pertahankan kebiasaan menabung."
28399000,7075000,533000,683000,6,Full-time,22,15215000,13184000,13354703.77,Kurangi langganan aplikasi jasa yang jarang digunakan.
10598000,2571000,885000,775000,1,Businessman,55,8999000,1599000,11121739.04,"Kurangi makan di luar, coba masak sendiri di rumah."
45856000,17554000,2559000,757000,4,Student,19,20021000,25835000,26449127,"Sudah cukup hemat, pertahankan kebiasaan menabung."
30681000,6217000,2184000,384000,10,Full-time,58,12707000,17974000,18610634.55,Kurangi langganan aplikasi jasa yang jarang digunakan.
41967000,15356000,881000,591000,7,Businessman,31,6968000,34999000,24847901.49,Kurangi langganan aplikasi jasa yang jarang digunakan.
48264000,13175000,1189000,635000,1,Businessman,65,16595000,31669000,25566805.29,"Sudah cukup hemat, pertahankan kebiasaan menabung."
13208000,3761000,1367000,966000,6,Full-time,33,5093000,8115000,14624079.01,Kurangi langganan aplikasi jasa yang jarang digunakan.
15617000,5335000,1314000,789000,9,Freelance,34,6790000,8827000,15397696.22,Kurangi langganan aplikasi jasa yang jarang digunakan.
26277000,7716000,2153000,646000,7,Student,51,6947000,19330000,17632386.19,Kurangi langganan aplikasi jasa yang jarang digunakan.
23191000,6187000,1544000,736000,3,Part-time,48,19729000,3462000,14901279.2,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
23126000,7128000,640000,767000,2,Student,45,7730000,15396000,10841541.53,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
36828000,11199000,619000,991000,10,Full-time,44,5291000,31537000,19232943.58,Kurangi langganan aplikasi jasa yang jarang digunakan.
25943000,7295000,1573000,765000,10,Businessman,35,14790000,11153000,21289036.35,Kurangi langganan aplikasi jasa yang jarang digunakan.
17442000,6332000,2279000,425000,8,Contract,46,12162000,5280000,18907257.95,Kurangi langganan aplikasi jasa yang jarang digunakan.
42634000,9641000,1106000,232000,5,Student,37,29283000,13351000,13282712.05,"Sudah cukup hemat, pertahankan kebiasaan menabung."
49449000,11211000,1910000,462000,0,Contract,62,18787000,30662000,20077908.45,"Sudah cukup hemat, pertahankan kebiasaan menabung."
23737000,7549000,2005000,937000,10,Businessman,36,9874000,13863000,23433717.69,Kurangi langganan aplikasi jasa yang jarang digunakan.
10384000,4122000,311000,498000,5,Freelance,29,5072000,5312000,8279584.157,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
21398000,7124000,2037000,433000,9,Contract,23,14105000,7293000,17406713.55,Kurangi langganan aplikasi jasa yang jarang digunakan.
43909000,13115000,1187000,976000,8,Full-time,53,8682000,35227000,23721450.02,Kurangi langganan aplikasi jasa yang jarang digunakan.
19184000,5756000,378000,548000,7,Businessman,49,15585000,3599000,11190628.14,Kurangi langganan aplikasi jasa yang jarang digunakan.
37620000,9047000,2068000,656000,2,Freelance,55,31729000,5891000,23211178.69,"Sudah cukup hemat, pertahankan kebiasaan menabung."
32006000,7127000,2649000,588000,1,Freelance,26,13392000,18614000,22364849.35,"Kurangi makan di luar, coba masak sendiri di rumah."
43270000,9219000,891000,202000,3,Full-time,59,24739000,18531000,16606120.53,"Sudah cukup hemat, pertahankan kebiasaan menabung."
19033000,4328000,1076000,701000,2,Student,47,3387000,15646000,10056703.05,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
31511000,11697000,2943000,692000,6,Student,39,21763000,9748000,24502421.74,Kurangi langganan aplikasi jasa yang jarang digunakan.
31277000,10233000,2244000,263000,6,Freelance,61,19172000,12105000,20557963.92,Kurangi langganan aplikasi jasa yang jarang digunakan.
9470000,2259000,880000,298000,10,Part-time,55,3940000,5530000,7008972.747,Kurangi langganan aplikasi jasa yang jarang digunakan.
22555000,6935000,1234000,962000,8,Full-time,22,14390000,8165000,17101402.85,Kurangi langganan aplikasi jasa yang jarang digunakan.
22152000,5105000,2343000,178000,9,Student,43,13829000,8323000,12779212.08,Kurangi langganan aplikasi jasa yang jarang digunakan.
28786000,7376000,1912000,339000,3,Part-time,61,9255000,19531000,16637111.75,"Sudah cukup hemat, pertahankan kebiasaan menabung."
32103000,10281000,2419000,523000,0,Student,53,27558000,4545000,20025125.69,"Kurangi makan di luar, coba masak sendiri di rumah."
21418000,4447000,2009000,607000,2,Full-time,32,17243000,4175000,14892290.76,"Kurangi makan di luar, coba masak sendiri di rumah."
39450000,8612000,907000,562000,9,Part-time,26,11069000,28381000,15095222.4,Kurangi langganan aplikasi jasa yang jarang digunakan.
30824000,11889000,2389000,150000,5,Contract,58,19001000,11823000,24175906.56,"Kurangi makan di luar, coba masak sendiri di rumah."
42642000,16728000,2887000,186000,7,Full-time,50,10970000,31672000,32580677.44,Kurangi langganan aplikasi jasa yang jarang digunakan.
49901000,15820000,2502000,504000,5,Contract,51,31166000,18735000,28201596.5,"Sudah cukup hemat, pertahankan kebiasaan menabung."
30632000,6616000,1626000,606000,2,Full-time,24,22032000,8600000,16700864.43,"Sudah cukup hemat, pertahankan kebiasaan menabung."
32514000,7539000,1941000,168000,0,Student,49,23178000,9336000,13267975.46,"Sudah cukup hemat, pertahankan kebiasaan menabung."
23200000,6787000,2997000,629000,4,Part-time,63,12345000,10855000,20205396.15,"Kurangi makan di luar, coba masak sendiri di rumah."
6904000,1990000,367000,369000,4,Student,47,5372000,1532000,4486372.181,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
18432000,3961000,1092000,636000,8,Full-time,31,3358000,15074000,11812983.35,Kurangi langganan aplikasi jasa yang jarang digunakan.
46932000,11908000,488000,697000,2,Full-time,40,7042000,39890000,18377057.34,"Sudah cukup hemat, pertahankan kebiasaan menabung."
